SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
https://nairobiwire.com/2025/09/kenya-human-trafficking-russia-ukraine-war.html,9/26/2025,DCI Agents Bust Human Trafficking Ring Sending Kenyans to Russian WarfrontSecurity agencies bust human trafficking syndicate,KEN | RUS,RUS | KEN,KE,,,,9/26/2025,DCI Agents Bust Human Trafficking Ring Sending Kenyans to Russian Warfront,Security agencies bust human trafficking syndicate,3,-0.1,Nairobi Wire,en-US,KENYAN | RUSSIA,RUSSIA | KENYAN | KENYA,"['Arrest, detain, or charge with legal action']",Richard Kamau,SEC
https://www.standardmedia.co.ke/national/article/2001530418/suspect-in-russia-war-recruitment-syndicate-arrested,9/26/2025,Suspect in Russia war recruitment syndicate arrestedDCI arrests suspected human trafficking mastermind,KEN | RUS,RUS | KEN,KE,,,"Directorate of Criminal InvestigationsLuring Kenyans To Russia, Russia-Ukraine War, Kenyatta National Hospital",9/26/2025,Suspect in Russia war recruitment syndicate arrested,DCI arrests suspected human trafficking mastermind,4,2.35,The Standard,en,KENYAN | RUSSIA,RUSSIA | KENYAN,[],Lenox Sengre,SEC
https://allafrica.com/stories/202509260240.html,9/26/2025,Russia asks Central African Republic to replace Wagner with state-run Africa CorpsRussia demands CAR end Wagner relationship,RUS,,ET,,,,9/26/2025,Russia asks Central African Republic to replace Wagner with state-run Africa Corps,Russia demands CAR end Wagner relationship,2,7,,,RUSSIA,,[],,SEC
https://northafricapost.com/90940-russia-multiplies-diplomatic-signs-in-favor-of-moroccos-position-on-sahara.html,9/26/2025,Russia multiplies diplomatic signs in favor of Morocco's position on SaharaRussia supports Morocco on Sahara issue,RUS,MAR,MO | WI,,,,9/26/2025,Russia multiplies diplomatic signs in favor of Morocco's position on Sahara,Russia supports Morocco on Sahara issue,5,0.6,,en-US,RUSSIAN,UN ENVOY | WESTERN SAHARA,['DEMAND'],,DIP
https://tass.com/politics/2021515,9/26/2025,"Lavrov, South Sudan foreign minister discuss peaceful settlementReaffirmed importance of related efforts",RUS | SSD,RUS | SSD,OD,,,,9/26/2025,"Lavrov, South Sudan foreign minister discuss peaceful settlement",Reaffirmed importance of related efforts,11,3.727272727,TASS,,DIPLOMAT | RUSSIA | RUSSIAN | SERGEY LAVROV | SOUTH SUDAN,RUSSIAN | RUSSIA | DIPLOMAT | SOUTH SUDAN | SERGEY LAVROV,[],,DIP
https://allafrica.com/stories/202509260072.html,9/26/2025,Rwanda: Why Rwanda Is Betting On Small Modular ReactorsRwanda turning to nuclear energy through SMRs,RUS | RWA,RUS,RW,,,"Africa, news, politics, economy, trade, business, sports, current events, travel, Energy, East Africa, Governance, Economy, Business and Finance, Rwanda, Central Africa",9/26/2025,Rwanda: Why Rwanda Is Betting On Small Modular Reactors,Rwanda turning to nuclear energy through SMRs,8,3.75,allAfrica.com,en,CORPORATION | RUSSIA | RUSSIAN | RWANDA,RUSSIA | RUSSIAN | CORPORATION,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
http://en.kremlin.ru/events/president/news/78072,9/25/2025,Meeting with Prime Minister of Ethiopia Abiy AhmedVladimir Putin met with Ethiopian Prime Minister Abiy Ahmed in the Kremlin,RUS,RUS,ET,,,"News ,Transcripts ,President",9/25/2025,Meeting with Prime Minister of Ethiopia Abiy Ahmed,Vladimir Putin met with Ethiopian Prime Minister Abiy Ahmed in the Kremlin,4,2.35,President of Russia,en,KAZAN | RUSSIAN | RUSSIA,KAZAN | RUSSIA | RUSSIAN,[],,DIP
https://www.aa.com.tr/en/world/russia-ethiopia-sign-action-plan-on-nuclear-power-project/3699303,9/25/2025,"Russia, Ethiopia sign action plan on nuclear power projectRosatom and Ethiopian Electric Power Corporation cooperation",ETH | RUS,RUS | ETH,ET,,,"Ethiopia,nuclear power plant,Rosatom,Russia,Anadolu Ajansı",9/25/2025,"Russia, Ethiopia sign action plan on nuclear power project",Rosatom and Ethiopian Electric Power Corporation cooperation,3,5.333333333,,,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,[],,ECON
https://chimpreports.com/ethiopia-signs-nuclear-power-deal-with-russia/,9/25/2025,Ethiopia Signs Nuclear Power Deal with RussiaLandmark agreement to develop a nuclear power plant,ETH | RUS,RUS,ET | SF,,,,9/25/2025,Ethiopia Signs Nuclear Power Deal with Russia,Landmark agreement to develop a nuclear power plant,2,4,ChimpReports,en-US,ETHIOPIA | RUSSIA,RUSSIA,['DEMAND'],Jackie Namatovu,ECON
https://www.capitalfm.co.ke/news/2025/09/police-unearths-syndicate-trafficking-kenyans-to-fight-in-russian-war-with-sh200000-pay/,9/25/2025,Police unearths syndicate trafficking Kenyans to fight in Russian warHuman trafficking syndicate investigation,KEN | RUS,RUS | KEN,KE,,,,9/25/2025,Police unearths syndicate trafficking Kenyans to fight in Russian war,Human trafficking syndicate investigation,4,-0.625,,,INVESTIGATIVE AGENCY | NAIROBI | RUSSIA,RUSSIA | RUSSIAN | INVESTIGATIVE AGENCY | KENYA,"['Use conventional military force, not specified below']",,SEC
https://kahawatungu.com/police-rescue-21-men-headed-for-russia-to-join-war-against-ukraine/,9/25/2025,Police rescue 21 men headed for Russia to join war against UkraineRescue operation in Kenya,KEN,RUS,KE,,,,9/25/2025,Police rescue 21 men headed for Russia to join war against Ukraine,Rescue operation in Kenya,2,4.65,Kahawatungu,en-US,POLICE | KENYAN,RUSSIA,[],KahawaTungu Reporter,SEC
https://www.the-star.co.ke/news/realtime/2025-09-25-atpu-rescues-over-20-men-from-human-trafficking,9/25/2025,ATPU night operation rescues over 20 men from human trafficking in Athi RiverVictims lured into paying for jobs abroad,,RUS,KE,,,"human,trafficking,syndicate,Rescued,machakos,star news,the star newspaper,star news Kenya,the star",9/25/2025,ATPU night operation rescues over 20 men from human trafficking in Athi River,Victims lured into paying for jobs abroad,1,1.9,The Star,en,DETECTIVE,RUSSIA,[],,SEC
https://www.standardmedia.co.ke/national/article/2001530388/dci-busts-human-trafficking-ring-sending-citizens-to-russian-war-front,9/25/2025,"Unknown key figures behind Russia trafficking syndicate, DCI revealsVictims pay between Sh1.65-2.31 million",RUS,RUS | KEN,KE,,,"Human Trafficking SyndicateKenyans Fight Russia War, Ukraine War, Jobs Scam",9/25/2025,"Unknown key figures behind Russia trafficking syndicate, DCI reveals",Victims pay between Sh1.65-2.31 million,3,2.5,The Standard,en,DETECTIVE | RUSSIA,RUSSIA | DETECTIVE | KENYA,[],Mate Tongola,SEC
https://www.esi-africa.com/news/nuclear-energy-reactor-pressure-vessels-headed-to-egypt/,9/25/2025,Nuclear energy reactor pressure vessels headed to EgyptEgypt nuclear equipment delivery,RUS,,SF,,,,9/25/2025,Nuclear energy reactor pressure vessels headed to Egypt,Egypt nuclear equipment delivery,1,3.4,,,RUSSIA,CORPORATION,[],,ECON
https://www.moroccoworldnews.com/2025/09/260612/unga-bourita-holds-key-talks-with-russian-counterpart-ahead-of-moscows-unsc-presidency/,9/25/2025,UNGA: Bourita Holds Key Talks with Russian CounterpartMorocco-Russia FM meeting at UN,MAR | RUS,RUS | MAR,MO | WI,,,,9/25/2025,UNGA: Bourita Holds Key Talks with Russian Counterpart,Morocco-Russia FM meeting at UN,4,1.425,Morocco World News,en-US,MOROCCO | RUSSIA,RUSSIA | WESTERN SAHARA | MOROCCO,['DEMAND'],Issam Toutate,DIP
https://www.al-monitor.com/originals/2025/09/sudan-russia-sign-trade-deals-khartoum-seeks-funds-moscow-eyes-red-sea-port,9/25/2025,"Sudan, Russia sign trade dealsSudan-Russia trade agreements",SDN,RUS,DJ,,,,9/25/2025,"Sudan, Russia sign trade deals",Sudan-Russia trade agreements,1,7.4,,,SUDAN,MOSCOW,[],,ECON
http://www.bignewsnetwork.com/news/278599794/lavrov-discusses-closer-ties-with-sahel-states,9/25/2025,"Lavrov discusses closer ties with Sahel statesRussian FM met with Burkina Faso, Mali, and Niger officials",BFA | MLI | NER | RUS,RUS | BFA | MLI | NER,ML,,,"summit, the sidelines, sahel, general assembly, cooperation and, burkina, third, sidelines, talks",9/25/2025,Lavrov discusses closer ties with Sahel states,"Russian FM met with Burkina Faso, Mali, and Niger officials",12,7,Big News Network.com,en,BURKINABE | BURKINA FASO | MALIAN | NIGER | NIGERIEN,RUSSIA | MOSCOW | BURKINABE | BURKINA FASO | MALIAN,[],,DIP
https://thebftonline.com/2025/09/24/ghana-welcomes-initiatives-deepening-insights-into-russias-public-diplomacy/,9/25/2025,Ghana welcomes initiatives deepening insights into Russia's public diplomacyRussia-Ghana public diplomacy,GHA | RUS,RUS | GHA,GH,,,,9/25/2025,Ghana welcomes initiatives deepening insights into Russia's public diplomacy,Russia-Ghana public diplomacy,2,3.7,,,GHANA | RUSSIA,RUSSIA | GHANA,[],,DIP
https://www.premiumtimesng.com/news/top-news/823338-nigeria-education-ministrys-website-hacked-to-endorse-controversial-russian-programme-official.html,9/24/2025,Nigeria education ministry's website hacked to endorse controversial Russian programmeWebsite hacking to promote Russian program,NGA | RUS,RUS | NGA,NI,,,,9/24/2025,Nigeria education ministry's website hacked to endorse controversial Russian programme,Website hacking to promote Russian program,13,2.223076923,Premium Times Nigeria,en-GB,MINIST OF EDUCATION | NIGERIA | NIGERIAN | RUSSIA,RUSSIA | RUSSIAN | NIGERIA | NIGERIAN,"['DEMAND', 'USE UNCONVENTIONAL MASS VIOLENCE']",Beloved John,INFO
https://www.kyivpost.com/post/60695,9/23/2025,Kenyan Athlete 'Press-Ganged' Into Russian Army Surrenders to Ukraine36-year-old Evans Kibet captured near Vovchansk,RUS,,KE,,,,9/23/2025,Kenyan Athlete 'Press-Ganged' Into Russian Army Surrenders to Ukraine,36-year-old Evans Kibet captured near Vovchansk,1,-5,Kyiv Post,,MOSCOW,CITIZEN,['Demand release of persons or property'],Kyiv Post,SEC
https://tass.com/economy/2020125,9/23/2025,Rusal may participate in reconstruction of aluminum smelter in EgyptRusal technical expertise for Egyptian smelter,RUS,EGY,EG,,,,9/23/2025,Rusal may participate in reconstruction of aluminum smelter in Egypt,Rusal technical expertise for Egyptian smelter,1,7,TASS,,RUSSIA,EGYPT,[],,ECON
https://thebftonline.com/2025/09/19/russian-investors-supporting-zimbabwes-economic-growth/,9/23/2025,Russian investors supporting Zimbabwe's economic growthRussia-Zimbabwe economic partnership,RUS | ZWE,AFR | RUS,ZI,,,,9/23/2025,Russian investors supporting Zimbabwe's economic growth,Russia-Zimbabwe economic partnership,2,2.5,The Business & Financial Times,en-GB,RUSSIA | ZIMBABWE,AFRICA | RUSSIA,['DEMAND'],Juliet Etefe,ECON
https://www.newzimbabwe.com/alabuga-migrant-battalion-in-zimbabwe-mothers-left-behind-narrate-ordeal/,9/23/2025,Alabuga migrant battalion in ZimbabweZimbabwe Alabuga recruitment concerns,,RUS,ZI,,,,9/23/2025,Alabuga migrant battalion in Zimbabwe,Zimbabwe Alabuga recruitment concerns,1,1.9,,,,RUSSIA,[],,SEC
https://www.opinionnigeria.com/russias-public-diplomacy-aims-at-strengthening-cultural-relations-and-changing-perceptions-in-africa-by-kester-kenn-klomegah/,9/23/2025,Russia's Public Diplomacy Aims at Strengthening Cultural RelationsAnalysis of Russia's cultural initiatives,RUS,GHA,GH,,,,9/23/2025,Russia's Public Diplomacy Aims at Strengthening Cultural Relations,Analysis of Russia's cultural initiatives,3,5.133333333,Opinion Nigeria,en-US,RUSSIA | RUSSIAN,GHANA | STATE DUMA,[],Opinion Nigeria,INFO
https://northafricapost.com/90782-kenyan-govt-probes-alleged-trafficking-of-citizens-to-join-russias-war-in-ukraine.html,9/22/2025,Kenyan gov't probes alleged trafficking of citizens to join Russia's warKenya trafficking investigation,KEN,RUS,SL | TS,,,,9/22/2025,Kenyan gov't probes alleged trafficking of citizens to join Russia's war,Kenya trafficking investigation,2,7,,en-US,KENYAN,RUSSIA,[],,SEC
https://www.kenyan-post.com/2025/09/ukrainian-government-breaks-silence-on.html,9/22/2025,Ukrainian Government breaks silence on fate of EVANS KIBETKenyan soldier detained by Ukraine,KEN,RUS,KE,,,,9/22/2025,Ukrainian Government breaks silence on fate of EVANS KIBET,Kenyan soldier detained by Ukraine,2,1.9,,,KENYA,RUSSIA,[],,SEC
https://www.eurasiareview.com/22092025-russian-mercenaries-failure-in-mali-sparks-resentment/,9/22/2025,Russian Mercenaries' Failure In Mali Sparks ResentmentDisastrous impact in 3.5 years of operations,MLI | RUS,RUS | MLI,ML,,,,9/22/2025,Russian Mercenaries' Failure In Mali Sparks Resentment,Disastrous impact in 3.5 years of operations,5,-5.2,Eurasia Review,en-US,MALIAN | RUSSIAN,RUSSIAN | MALIAN,"['Use conventional military force, not specified below', 'Accuse, not specified below']",,SEC
https://www.premiumtimesng.com/news/headlines/822859-the-global-threat-of-russias-alabuga-recruitment-in-africa.html,9/22/2025,The global threat of Russia's Alabuga recruitment in AfricaAlabuga program concerns,KEN,RUS,KE,,,,9/22/2025,The global threat of Russia's Alabuga recruitment in Africa,Alabuga program concerns,1,3.4,,,KENYA,RUSSIA,[],,SEC
https://www.premiumtimesng.com/news/headlines/822796-investigation-road-to-alabuga-shady-recruitment-of-young-nigerian-women-to-russia.html,9/22/2025,INVESTIGATION: Road to Alabuga: Shady recruitment of young Nigerian womenNigeria's education ministry website hacked for Alabuga advert,NGA,RUS,NI,,,,9/22/2025,INVESTIGATION: Road to Alabuga: Shady recruitment of young Nigerian women,Nigeria's education ministry website hacked for Alabuga advert,3,4,Premium Times Nigeria,en-GB,MINIST OF FOREIGN AFFAIRS | NIGERIA,RUSSIA,[],Beloved John,SEC
https://insiderzim.com/russia-eyes-zimbabwes-agricultural-sector/,9/22/2025,Russia eyes Zimbabwe's agricultural sectorRussia-Zimbabwe agricultural cooperation,RUS,EUR,ZI,,,,9/22/2025,Russia eyes Zimbabwe's agricultural sector,Russia-Zimbabwe agricultural cooperation,2,4.15,,,RUSSIA,THE EU | JOURNALIST,[],,ECON
https://www.premiumtimesng.com/news/top-news/822911-alabuga-migrant-battalion-in-zimbabwe-mothers-left-behind-narrate-ordeal.html,9/22/2025,Alabuga migrant battalion in Zimbabwe: mothers left behind narrate ordealAlabuga program in Zimbabwe,,RUS,ZI,,,,9/22/2025,Alabuga migrant battalion in Zimbabwe: mothers left behind narrate ordeal,Alabuga program in Zimbabwe,1,1.9,,,,RUSSIA,[],,SEC
https://www.premiumtimesng.com/investigationspecial-reports/822924-alabuga-migrant-battalion-kenyas-govt-encourages-migration.html,9/22/2025,Alabuga migrant battalion: Kenya's govt encourages migrationKenya Alabuga investigation,KEN | RUS,RUS | KEN,ZI | KE,,,,9/22/2025,Alabuga migrant battalion: Kenya's govt encourages migration,Kenya Alabuga investigation,3,5.8,,,KENYAN | RUSSIAN,RUSSIA | KENYAN,[],,SEC
https://nairobiwire.com/2025/09/kenyan-athlete-forced-into-russian-army-captured-in-ukraine.html,9/19/2025,"I Was Deceived"": Kenyan Tourist Forced into Russian Army Speaks Out""Kenyan athlete tricked into signing military papers in Russia",UKR,RUS,KE,,,,9/19/2025,"I Was Deceived"": Kenyan Tourist Forced into Russian Army Speaks Out""",Kenyan athlete tricked into signing military papers in Russia,1,-10,Nairobi Wire,en-US,UKRAINIAN,RUSSIA,"['Use conventional military force, not specified below']",Richard Kamau,SEC
https://www.moroccoworldnews.com/2025/09/259883/un-envoy-de-mistura-continues-tour-with-stop-in-moscow-to-advance-sahara-process/,9/19/2025,UN Envoy de Mistura Continues Tour with Stop in MoscowUN Sahara envoy visits Moscow,DZA | RUS,RUS | DZA,AG | MO,,,,9/19/2025,UN Envoy de Mistura Continues Tour with Stop in Moscow,UN Sahara envoy visits Moscow,5,2.2,Morocco World News,en-US,ALGERIAN | RUSSIAN | MOSCOW,MOSCOW | DEPUTY | ALGERIAN,[],Firdaous Naim,DIP
http://www.bignewsnetwork.com/news/278587818/russia-thanks-african-nation-for-participation-in-military-drills,9/19/2025,Russia thanks African nation for participation in military drillsNigeria observed joint Russia-Belarus military drills,NGA | RUS,RUS | NGA,NI,,,"level, the zapad, moscow, general, haram, military, drills, exercises, nigeria",9/19/2025,Russia thanks African nation for participation in military drills,Nigeria observed joint Russia-Belarus military drills,2,-7.2,Big News Network.com,en,NIGERIA | RUSSIAN,RUSSIA | NIGERIA,"['Demonstrate military or police power, not specified below']",,SEC
https://www.eurasiareview.com/19092025-mnangagwa-expresses-gratitude-for-russias-economic-presence-in-zimbabwe-oped/,9/19/2025,"Mnangagwa Expresses Gratitude For Russia's Economic PresenceRussia remains strong, trusted partner",RUS,AFR,ZI,,,,9/19/2025,Mnangagwa Expresses Gratitude For Russia's Economic Presence,"Russia remains strong, trusted partner",1,5,Eurasia Review,en-US,RUSSIA,AFRICA,[],,ECON
https://www.egyptindependent.com/pm-egypt-russia-discuss-ways-to-advance-joint-cooperation/,9/18/2025,"Egypt, Russia discuss ways to advance joint cooperationEgypt-Russia bilateral discussions",EGY,RUS,EG,,,,9/18/2025,"Egypt, Russia discuss ways to advance joint cooperation",Egypt-Russia bilateral discussions,3,3.5,,,EGYPT | PRIME MINISTER,RUSSIAN FEDERATION | RUSSIA,[],,DIP
https://sputnikglobe.com/20250917/russia-effectively-creating-new-industry-in-egypt---deputy-prime-minister-1122799319.html,9/17/2025,Russia Effectively Creating New Industry in EgyptEl Dabaa nuclear power plant and Russian industrial zone,EGY | RUS,RUS | EGY,EG,,,"russian industry, russia partner, russia-egypt cooperation, nuclear power plant, nuclear cooperation, nuclear energy, russian technology",9/17/2025,Russia Effectively Creating New Industry in Egypt,El Dabaa nuclear power plant and Russian industrial zone,7,4.428571429,Sputnik International,en,EGYPTIAN | RUSSIAN | RUSSIA,RUSSIAN | EGYPTIAN | EGYPT,[],,ECON
http://www.bignewsnetwork.com/news/278583159/egypt-grants-unique-terms-to-russian-companies,9/17/2025,Egypt grants 'unique' terms to Russian companiesCustoms and tax regime guarantees for Russian companies,EGY | RUS,RUS | EGY,EG,,,"Agreement guarantees customs and tax regime for the full period, Russian official has said Read Full Article at RT.com",9/17/2025,Egypt grants 'unique' terms to Russian companies,Customs and tax regime guarantees for Russian companies,2,4,Big News Network.com,en,EGYPT | RUSSIAN,RUSSIAN | EGYPT,[],,ECON
